lemRank,lemma,PoS,lemFreq,wordFreq,word
3639,concerning,i,19447,19447,concerning
3640,integrate,v,19446,7335,integrate
3640,integrate,v,19446,6630,integrated
3640,integrate,v,19446,4258,integrating
3640,integrate,v,19446,1223,integrates
3641,rate,v,19441,12675,rated
3641,rate,v,19441,3878,rating
3641,rate,v,19441,1691,rate
3641,rate,v,19441,1197,rates
3642,pitch,v,19439,6945,pitched
3642,pitch,v,19439,6536,pitching
3642,pitch,v,19439,5560,pitch
3642,pitch,v,19439,398,pitches
3643,prescription,n,19428,15309,prescription
3643,prescription,n,19428,4119,prescriptions
3644,retail,j,19417,19417,retail
3645,adoption,n,19416,17961,adoption
3645,adoption,n,19416,1455,adoptions
3646,monthly,j,19414,19414,monthly
3647,deadly,j,19413,17527,deadly
3647,deadly,j,19413,1611,deadliest
3647,deadly,j,19413,275,deadlier
3648,grave,n,19407,12142,grave
3648,grave,n,19407,7265,graves
3649,rope,n,19405,14079,rope
3649,rope,n,19405,5326,ropes
3650,reliable,j,19403,19403,reliable
3651,label,v,19402,10104,labeled
3651,label,v,19402,4745,label
3651,label,v,19402,2946,labeling
3651,label,v,19402,1064,labelled
3651,label,v,19402,365,labels
3651,label,v,19402,178,labelling
3652,transaction,n,19400,10054,transactions
3652,transaction,n,19400,9346,transaction
3653,lawn,n,19393,16387,lawn
3653,lawn,n,19393,3006,lawns
3654,consistently,r,19392,19392,consistently
3655,mount,v,19389,8847,mounted
3655,mount,v,19389,5129,mount
3655,mount,v,19389,4514,mounting
3655,mount,v,19389,899,mounts
3656,bubble,n,19365,13252,bubble
3656,bubble,n,19365,6113,bubbles
3657,briefly,r,19353,19353,briefly
3658,absorb,v,19353,7937,absorb
3658,absorb,v,19353,7862,absorbed
3658,absorb,v,19353,1883,absorbing
3658,absorb,v,19353,1671,absorbs
3659,princess,n,19338,17992,princess
3659,princess,n,19338,1346,princesses
3660,log,n,19318,13020,log
3660,log,n,19318,6288,logs
3660,log,n,19318,10,logi
3661,blanket,n,19318,13197,blanket
3661,blanket,n,19318,6121,blankets
3662,laugh,n,19315,15639,laugh
3662,laugh,n,19315,3676,laughs
3663,kingdom,n,19315,16943,kingdom
3663,kingdom,n,19315,2372,kingdoms
3664,anticipate,v,19312,7566,anticipated
3664,anticipate,v,19312,6900,anticipate
3664,anticipate,v,19312,3462,anticipating
3664,anticipate,v,19312,1384,anticipates
3665,bug,n,19312,9759,bugs
3665,bug,n,19312,9553,bug
3666,primary,n,19308,13793,primary
3666,primary,n,19308,5515,primaries
3667,dedicate,v,19305,15985,dedicated
3667,dedicate,v,19305,2259,dedicate
3667,dedicate,v,19305,706,dedicating
3667,dedicate,v,19305,355,dedicates
3668,nominee,n,19303,14272,nominee
3668,nominee,n,19303,5031,nominees
3669,transformation,n,19286,16590,transformation
3669,transformation,n,19286,2696,transformations
3670,temple,n,19285,14816,temple
3670,temple,n,19285,4469,temples
3671,sense,v,19269,8804,sense
3671,sense,v,19269,5910,sensed
3671,sense,v,19269,3073,sensing
3671,sense,v,19269,1482,senses
3672,arrival,n,19265,16855,arrival
3672,arrival,n,19265,2410,arrivals
3673,frustration,n,19262,16037,frustration
3673,frustration,n,19262,3225,frustrations
3674,changing,j,19258,19258,changing
3675,demonstration,n,19226,11123,demonstration
3675,demonstration,n,19226,8103,demonstrations
3676,pollution,n,19218,19175,pollution
3676,pollution,n,19218,43,pollutions
3677,poster,n,19209,10655,poster
3677,poster,n,19209,8554,posters
3678,nail,n,19206,10018,nails
3678,nail,n,19206,9188,nail
3679,nonprofit,j,19197,14287,nonprofit
3679,nonprofit,j,19197,4316,non-profit
3679,nonprofit,j,19197,594,nonprofits
3680,cry,n,19190,14165,cry
3680,cry,n,19190,4957,cries
3680,cry,n,19190,68,crys
3681,guidance,n,19172,19172,guidance
3682,exhibit,v,19166,7822,exhibit
3682,exhibit,v,19166,6801,exhibited
3682,exhibit,v,19166,2341,exhibits
3682,exhibit,v,19166,2202,exhibiting
3683,pen,n,19160,15653,pen
3683,pen,n,19160,3507,pens
3684,interrupt,v,19158,9170,interrupted
3684,interrupt,v,19158,6768,interrupt
3684,interrupt,v,19158,3215,interrupting
3684,interrupt,v,19158,5,interrupts
3685,lemon,n,19153,17192,lemon
3685,lemon,n,19153,1961,lemons
3686,bankruptcy,n,19151,18169,bankruptcy
3686,bankruptcy,n,19151,982,bankruptcies
3687,resign,v,19131,8810,resigned
3687,resign,v,19131,7104,resign
3687,resign,v,19131,1395,resigning
3687,resign,v,19131,610,resigns
3687,resign,v,19131,591,re-sign
3687,resign,v,19131,401,re-signed
3687,resign,v,19131,220,re-signing
3688,dominant,j,19131,19131,dominant
3689,invasion,n,19112,17642,invasion
3689,invasion,n,19112,1470,invasions
3690,sacred,j,19103,19103,sacred
3691,replacement,n,19102,16764,replacement
3691,replacement,n,19102,2331,replacements
3691,replacement,n,19102,7,re-placement
3692,portray,v,19095,8502,portrayed
3692,portray,v,19095,5279,portray
3692,portray,v,19095,2818,portrays
3692,portray,v,19095,2496,portraying
3693,hunt,v,19089,9836,hunt
3693,hunt,v,19089,4584,hunting
3693,hunt,v,19089,3697,hunted
3693,hunt,v,19089,972,hunts
3694,distinguish,v,19085,10756,distinguish
3694,distinguish,v,19085,4072,distinguished
3694,distinguish,v,19085,2400,distinguishes
3694,distinguish,v,19085,1857,distinguishing
3695,melt,v,19071,7469,melt
3695,melt,v,19071,5856,melted
3695,melt,v,19071,3489,melting
3695,melt,v,19071,2257,melts
3696,consensus,n,19057,19057,consensus
3697,kiss,n,19047,15268,kiss
3697,kiss,n,19047,3776,kisses
3698,French,n,19041,19017,french
3698,French,n,19041,24,frenches
3699,hardware,n,19041,19041,hardware
3700,rail,n,19039,15009,rail
3700,rail,n,19039,4030,rails
3701,cold,n,19037,17837,cold
3701,cold,n,19037,1200,colds
3702,mate,n,19036,14807,mate
3702,mate,n,19036,4229,mates
3703,dry,v,19030,8746,dry
3703,dry,v,19030,5833,dried
3703,dry,v,19030,3043,drying
3703,dry,v,19030,1384,dries
3703,dry,v,19030,24,drys
3704,Korean,j,19028,19028,korean
3705,cabin,n,19019,16324,cabin
3705,cabin,n,19019,2695,cabins
3706,dining,n,19017,19017,dining
3707,liberal,n,19015,17096,liberals
3707,liberal,n,19015,1919,liberal
3708,snake,n,18993,12259,snake
3708,snake,n,18993,6732,snakes
3709,tobacco,n,18992,18951,tobacco
3709,tobacco,n,18992,41,tobaccos
3710,orientation,n,18984,16739,orientation
3710,orientation,n,18984,2245,orientations
3711,trigger,v,18981,7850,triggered
3711,trigger,v,18981,6344,trigger
3711,trigger,v,18981,2436,triggering
3711,trigger,v,18981,2351,triggers
3712,wherever,r,18966,18966,wherever
3713,seize,v,18961,10340,seized
3713,seize,v,18961,6142,seize
3713,seize,v,18961,1706,seizing
3713,seize,v,18961,773,seizes
3714,abuse,v,18959,9662,abused
3714,abuse,v,18959,4026,abuse
3714,abuse,v,18959,3249,abusing
3714,abuse,v,18959,2022,abuses
3715,mess,v,18949,7438,mess
3715,mess,v,18949,6251,messed
3715,mess,v,18949,4622,messing
3715,mess,v,18949,638,messes
3716,punish,v,18930,8062,punish
3716,punish,v,18930,7933,punished
3716,punish,v,18930,2245,punishing
3716,punish,v,18930,690,punishes
3717,sexy,j,18927,16861,sexy
3717,sexy,j,18927,1245,sexiest
3717,sexy,j,18927,821,sexier
3718,depict,v,18922,7274,depicted
3718,depict,v,18922,4128,depicting
3718,depict,v,18922,4054,depicts
3718,depict,v,18922,3466,depict
3719,input,n,18921,15017,input
3719,input,n,18921,3904,inputs
3720,seemingly,r,18903,18903,seemingly
3721,widespread,j,18896,18721,widespread
3721,widespread,j,18896,175,wide-spread
3722,competitor,n,18893,12812,competitors
3722,competitor,n,18893,6081,competitor
3723,flip,v,18889,7752,flip
3723,flip,v,18889,7218,flipped
3723,flip,v,18889,2478,flips
3723,flip,v,18889,1441,flipping
3724,freshman,n,18878,14239,freshman
3724,freshman,n,18878,4639,freshmen
3725,donation,n,18869,11293,donations
3725,donation,n,18869,7576,donation
3726,administrative,j,18864,18864,administrative
3727,donor,n,18858,10369,donors
3727,donor,n,18858,8489,donor
3728,gradually,r,18850,18850,gradually
3729,overlook,v,18846,7321,overlooked
3729,overlook,v,18846,5580,overlooking
3729,overlook,v,18846,4366,overlook
3729,overlook,v,18846,1537,overlooks
3729,overlook,v,18846,26,over-looked
3729,overlook,v,18846,9,over-looking
3729,overlook,v,18846,7,over-look
3730,toilet,n,18844,15700,toilet
3730,toilet,n,18844,3143,toilets
3731,pleased,j,18827,18827,pleased
3732,resemble,v,18824,6331,resemble
3732,resemble,v,18824,5497,resembles
3732,resemble,v,18824,3789,resembled
3732,resemble,v,18824,3207,resembling
3733,ideology,n,18802,15580,ideology
3733,ideology,n,18802,3222,ideologies
3734,glory,n,18788,17855,glory
3734,glory,n,18788,933,glories
3735,maximum,j,18764,18764,maximum
3736,organ,n,18750,9741,organ
3736,organ,n,18750,8996,organs
3736,organ,n,18750,13,organi
3737,skip,v,18743,10215,skip
3737,skip,v,18743,4410,skipped
3737,skip,v,18743,3344,skipping
3737,skip,v,18743,774,skips
3738,starting,n,18738,18736,starting
3739,brush,v,18733,7421,brush
3739,brush,v,18733,6478,brushed
3739,brush,v,18733,3961,brushing
3739,brush,v,18733,873,brushes
3740,brick,n,18730,14035,brick
3740,brick,n,18730,4695,bricks
3741,gut,n,18712,10583,gut
3741,gut,n,18712,8129,guts
3742,reservation,n,18704,9984,reservations
3742,reservation,n,18704,8720,reservation
3743,rebel,n,18704,11060,rebels
3743,rebel,n,18704,7644,rebel
3744,disappointed,j,18701,18701,disappointed
3745,oak,n,18691,13925,oak
3745,oak,n,18691,4766,oaks
3746,valid,j,18685,18685,valid
3747,instructor,n,18675,11573,instructor
3747,instructor,n,18675,7102,instructors
3748,rescue,v,18665,9912,rescue
3748,rescue,v,18665,6348,rescued
3748,rescue,v,18665,1807,rescuing
3748,rescue,v,18665,598,rescues
3749,racism,n,18651,18636,racism
3749,racism,n,18651,15,racisms
3750,pension,n,18644,13749,pension
3750,pension,n,18644,4895,pensions
3751,diabetes,n,18635,18635,diabetes
3752,overall,r,18621,18591,overall
3752,overall,r,18621,30,over-all
3753,cluster,n,18617,10836,cluster
3753,cluster,n,18617,7781,clusters
3754,eager,j,18609,18609,eager
3755,marijuana,n,18607,18607,marijuana
3756,combat,n,18595,18595,combat
3757,praise,v,18574,7857,praised
3757,praise,v,18574,6841,praise
3757,praise,v,18574,2767,praising
3757,praise,v,18574,1109,praises
3758,costume,n,18568,11444,costume
3758,costume,n,18568,7124,costumes
3759,sixth,m,18547,18547,sixth
3760,frequent,j,18545,18545,frequent
3761,inspiration,n,18543,17812,inspiration
3761,inspiration,n,18543,731,inspirations
3762,orange,n,18542,14588,orange
3762,orange,n,18542,3954,oranges
3763,concrete,j,18533,18533,concrete
3764,cooking,n,18528,18528,cooking
3765,conspiracy,n,18508,17362,conspiracy
3765,conspiracy,n,18508,1146,conspiracies
3766,trait,n,18502,11645,traits
3766,trait,n,18502,6857,trait
3767,van,n,18497,16148,van
3767,van,n,18497,2349,vans
3768,institutional,j,18477,18477,institutional
3769,garlic,n,18473,18441,garlic
3769,garlic,n,18473,32,garlics
3770,drinking,n,18467,18467,drinking
3771,response,i,18460,18460,response
3772,crystal,n,18456,14384,crystal
3772,crystal,n,18456,4072,crystals
3773,stretch,n,18453,15272,stretch
3773,stretch,n,18453,3181,stretches
3774,pro,n,18444,10581,pro
3774,pro,n,18444,7863,pros
3775,associate,n,18443,12298,associates
3775,associate,n,18443,6145,associate
3776,helicopter,n,18430,12236,helicopter
3776,helicopter,n,18430,6194,helicopters
3777,counsel,n,18429,17851,counsel
3777,counsel,n,18429,578,counsels
3778,equation,n,18417,13535,equation
3778,equation,n,18417,4882,equations
3779,Roman,j,18414,18414,roman
3780,sophisticated,j,18406,18406,sophisticated
3781,timing,n,18399,18188,timing
3781,timing,n,18399,211,timings
3782,pope,n,18398,17537,pope
3782,pope,n,18398,861,popes
3783,opera,n,18377,16549,opera
3783,opera,n,18377,1816,operas
3783,opera,n,18377,12,operai
3784,ethical,j,18367,18367,ethical
3785,Mount,n,18361,17124,mount
3785,Mount,n,18361,1237,mounts
3786,indication,n,18351,13818,indication
3786,indication,n,18351,4533,indications
3787,motive,n,18345,9776,motive
3787,motive,n,18345,8569,motives
3788,porch,n,18345,17226,porch
3788,porch,n,18345,1119,porches
3789,reinforce,v,18342,6348,reinforce
3789,reinforce,v,18342,6170,reinforced
3789,reinforce,v,18342,2954,reinforcing
3789,reinforce,v,18342,2870,reinforces
3790,gaze,n,18339,17849,gaze
3790,gaze,n,18339,490,gazes
3791,ours,p,18321,18321,ours
3792,lap,n,18314,14960,lap
3792,lap,n,18314,3354,laps
3793,written,j,18308,18308,written
3794,reverse,v,18304,7898,reverse
3794,reverse,v,18304,7211,reversed
3794,reverse,v,18304,2262,reversing
3794,reverse,v,18304,933,reverses
3795,starter,n,18292,9479,starter
3795,starter,n,18292,8813,starters
3796,injure,v,18288,14844,injured
3796,injure,v,18288,1634,injuring
3796,injure,v,18288,1510,injure
3796,injure,v,18288,300,injures
3797,chronic,j,18286,18286,chronic
3798,continued,j,18283,18283,continued
3799,exclusive,j,18276,18276,exclusive
3800,Colonel,n,18262,17769,colonel
3800,Colonel,n,18262,493,colonels
3801,copy,v,18254,10437,copy
3801,copy,v,18254,4484,copied
3801,copy,v,18254,3143,copying
3801,copy,v,18254,190,copies
3802,beef,n,18253,18043,beef
3802,beef,n,18253,210,beefs
3803,abroad,r,18252,18252,abroad
3804,Thanksgiving,n,18234,18054,thanksgiving
3804,Thanksgiving,n,18234,180,thanksgivings
3805,intensity,n,18229,17388,intensity
3805,intensity,n,18229,841,intensities
3806,desire,v,18224,8762,desired
3806,desire,v,18224,6153,desire
3806,desire,v,18224,2349,desires
3806,desire,v,18224,960,desiring
3807,cave,n,18219,13640,cave
3807,cave,n,18219,4579,caves
3808,basement,n,18210,17100,basement
3808,basement,n,18210,1110,basements
3809,associated,j,18209,18209,associated
3810,unlike,j,18191,18191,unlike
3811,fascinating,j,18189,18189,fascinating
3812,interact,v,18183,11600,interact
3812,interact,v,18183,3734,interacting
3812,interact,v,18183,1534,interacted
3812,interact,v,18183,1315,interacts
3813,illustration,n,18179,12147,illustration
3813,illustration,n,18179,6032,illustrations
3814,daily,r,18177,18177,daily
3815,essence,n,18172,17663,essence
3815,essence,n,18172,509,essences
3816,container,n,18171,10780,container
3816,container,n,18171,7391,containers
3817,driving,j,18169,18169,driving
3818,stuff,v,18158,8226,stuffed
3818,stuff,v,18158,7207,stuff
3818,stuff,v,18158,2214,stuffing
3818,stuff,v,18158,511,stuffs
3819,dynamic,j,18151,18151,dynamic
3820,gym,n,18149,17082,gym
3820,gym,n,18149,1067,gyms
3821,bat,n,18132,12693,bat
3821,bat,n,18132,5439,bats
3822,plead,v,18129,7650,pleaded
3822,plead,v,18129,4585,plead
3822,plead,v,18129,3615,pleading
3822,plead,v,18129,1220,pleads
3822,plead,v,18129,1059,pled
3823,promotion,n,18122,14716,promotion
3823,promotion,n,18122,3406,promotions
3824,uncertainty,n,18119,15225,uncertainty
3824,uncertainty,n,18119,2894,uncertainties
3825,ownership,n,18114,18057,ownership
3825,ownership,n,18114,57,ownerships
3826,officially,r,18080,18080,officially
3827,tag,n,18076,12417,tag
3827,tag,n,18076,5653,tags
3827,tag,n,18076,6,tagging
3828,documentary,n,18071,15893,documentary
3828,documentary,n,18071,2178,documentaries
3829,stem,n,18061,13522,stem
3829,stem,n,18061,4539,stems
3830,flood,n,18059,14300,flood
3830,flood,n,18059,3759,floods
3831,guilt,n,18057,18005,guilt
3831,guilt,n,18057,52,guilts
3832,inside,n,18050,15908,inside
3832,inside,n,18050,2142,insides
3833,alarm,n,18039,14678,alarm
3833,alarm,n,18039,3361,alarms
3834,turkey,n,18036,15404,turkey
3834,turkey,n,18036,2632,turkeys
3835,conduct,n,18031,17877,conduct
3835,conduct,n,18031,154,conducts
3836,diagnose,v,18030,13859,diagnosed
3836,diagnose,v,18030,2725,diagnose
3836,diagnose,v,18030,1082,diagnosing
3836,diagnose,v,18030,364,diagnoses
3837,precious,j,18016,18016,precious
3838,swallow,v,18013,7609,swallowed
3838,swallow,v,18013,6796,swallow
3838,swallow,v,18013,2523,swallowing
3838,swallow,v,18013,1085,swallows
3839,initiate,v,18004,8793,initiated
3839,initiate,v,18004,5812,initiate
3839,initiate,v,18004,2444,initiating
3839,initiate,v,18004,955,initiates
3840,fitness,n,18001,18001,fitness
3841,restrict,v,17989,7264,restricted
3841,restrict,v,17989,6177,restrict
3841,restrict,v,17989,3313,restricting
3841,restrict,v,17989,1235,restricts
3842,Gulf,n,17985,17890,gulf
3842,Gulf,n,17985,95,gulfs
3843,advocate,v,17982,6948,advocate
3843,advocate,v,17982,5876,advocating
3843,advocate,v,17982,5152,advocated
3843,advocate,v,17982,6,advocates
3844,mommy,n,17978,17439,mommy
3844,mommy,n,17978,539,mommies
3845,unexpected,j,17962,17962,unexpected
3846,shrug,v,17959,12846,shrugged
3846,shrug,v,17959,2303,shrugs
3846,shrug,v,17959,1838,shrug
3846,shrug,v,17959,972,shrugging
3847,agricultural,j,17939,17939,agricultural
3848,sacrifice,n,17936,12702,sacrifice
3848,sacrifice,n,17936,5234,sacrifices
3849,spectrum,n,17916,15936,spectrum
3849,spectrum,n,17916,1868,spectra
3849,spectrum,n,17916,112,spectrums
3850,dragon,n,17915,13193,dragon
3850,dragon,n,17915,4722,dragons
3851,bacteria,n,17913,16379,bacteria
3851,bacteria,n,17913,1534,bacterium
3852,shore,n,17908,12945,shore
3852,shore,n,17908,4963,shores
3853,pastor,n,17896,14453,pastor
3853,pastor,n,17896,3443,pastors
3854,cliff,n,17891,13425,cliff
3854,cliff,n,17891,4466,cliffs
3855,ship,v,17891,7418,shipped
3855,ship,v,17891,4840,ship
3855,ship,v,17891,4783,shipping
3855,ship,v,17891,850,ships
3856,adequate,j,17887,17887,adequate
3857,rape,v,17887,11270,raped
3857,rape,v,17887,3915,rape
3857,rape,v,17887,2413,raping
3857,rape,v,17887,289,rapes
3858,addition,n,17884,14182,addition
3858,addition,n,17884,3702,additions
3859,tackle,v,17881,7991,tackle
3859,tackle,v,17881,4990,tackles
3859,tackle,v,17881,2627,tackling
3859,tackle,v,17881,2273,tackled
3860,occupation,n,17878,14162,occupation
3860,occupation,n,17878,3716,occupations
3861,compose,v,17863,12385,composed
3861,compose,v,17863,3023,compose
3861,compose,v,17863,2123,composing
3861,compose,v,17863,332,composes
3862,slice,n,17862,9632,slices
3862,slice,n,17862,8230,slice
3863,brave,j,17860,16292,brave
3863,brave,j,17860,828,braver
3863,brave,j,17860,739,bravest
3864,military,n,17849,17006,military
3864,military,n,17849,843,militaries
3865,stimulus,n,17842,13331,stimulus
3865,stimulus,n,17842,4511,stimuli
3866,patent,n,17836,12073,patent
3866,patent,n,17836,5763,patents
3867,powder,n,17830,16953,powder
3867,powder,n,17830,875,powders
3868,harsh,j,17815,15479,harsh
3868,harsh,j,17815,1450,harsher
3868,harsh,j,17815,886,harshest
3869,chaos,n,17809,17809,chaos
3870,kit,n,17795,14220,kit
3870,kit,n,17795,3570,kits
3870,kit,n,17795,5,kiting
3871,this,r,17786,17786,this
3872,piano,n,17786,17112,piano
3872,piano,n,17786,674,pianos
3873,surprisingly,r,17784,17784,surprisingly
3874,lend,v,17776,8026,lend
3874,lend,v,17776,3500,lent
3874,lend,v,17776,3370,lending
3874,lend,v,17776,2880,lends
3875,correctly,r,17759,17759,correctly
3876,project,v,17755,7165,projected
3876,project,v,17755,5588,project
3876,project,v,17755,3414,projects
3876,project,v,17755,1588,projecting
3877,govern,v,17753,6440,govern
3877,govern,v,17753,5185,governed
3877,govern,v,17753,4603,governing
3877,govern,v,17753,1525,governs
3878,modest,j,17749,17749,modest
3879,shared,j,17746,17746,shared
3880,psychologist,n,17738,10111,psychologist
3880,psychologist,n,17738,7627,psychologists
3881,servant,n,17732,8968,servants
3881,servant,n,17732,8764,servant
3882,overwhelming,j,17731,17697,overwhelming
3882,overwhelming,j,17731,34,over-whelming
3883,elevator,n,17718,14996,elevator
3883,elevator,n,17718,2722,elevators
3884,Hispanic,j,17705,17705,hispanic
3885,divine,j,17704,17560,divine
3885,divine,j,17704,136,diviner
3885,divine,j,17704,8,divinest
3886,transmission,n,17702,15822,transmission
3886,transmission,n,17702,1880,transmissions
3887,butt,n,17681,14693,butt
3887,butt,n,17681,2988,butts
3888,commonly,r,17663,17663,commonly
3889,cowboy,n,17658,9350,cowboys
3889,cowboy,n,17658,8308,cowboy
3890,ease,v,17652,9428,ease
3890,ease,v,17652,4519,eased
3890,ease,v,17652,2593,easing
3890,ease,v,17652,1112,eases
3891,intent,n,17648,16592,intent
3891,intent,n,17648,1056,intents
3892,counseling,n,17615,17615,counseling
3893,gentle,j,17606,15856,gentle
3893,gentle,j,17606,1492,gentler
3893,gentle,j,17606,254,gentlest
3894,rhythm,n,17605,13569,rhythm
3894,rhythm,n,17605,4036,rhythms
3895,short,r,17604,17604,short
3896,complexity,n,17603,14251,complexity
3896,complexity,n,17603,3352,complexities
3897,nonetheless,r,17584,17584,nonetheless
3898,effectiveness,n,17583,17583,effectiveness
3899,lonely,j,17579,17067,lonely
3899,lonely,j,17579,318,loneliest
3899,lonely,j,17579,194,lonelier
3900,statistical,j,17575,17575,statistical
3901,longtime,j,17574,14436,longtime
3901,longtime,j,17574,3138,long-time
3902,strain,n,17571,11468,strain
3902,strain,n,17571,6103,strains
3903,firm,j,17560,16393,firm
3903,firm,j,17560,1057,firmer
3903,firm,j,17560,109,firmest
3904,garbage,n,17560,17560,garbage
3905,devote,v,17555,10136,devoted
3905,devote,v,17555,5077,devote
3905,devote,v,17555,1310,devoting
3905,devote,v,17555,1032,devotes
3906,speed,v,17549,8046,speed
3906,speed,v,17549,4129,speeding
3906,speed,v,17549,2756,sped
3906,speed,v,17549,2265,speeds
3906,speed,v,17549,353,speeded
3907,venture,n,17532,11930,venture
3907,venture,n,17532,5602,ventures
3908,lock,n,17526,11842,lock
3908,lock,n,17526,5684,locks
3909,aide,n,17521,8933,aide
3909,aide,n,17521,8588,aides
3910,subtle,j,17521,16737,subtle
3910,subtle,j,17521,646,subtler
3910,subtle,j,17521,138,subtlest
3911,rod,n,17510,13438,rod
3911,rod,n,17510,4072,rods
3912,top,v,17509,7142,topped
3912,top,v,17509,7115,top
3912,top,v,17509,1803,topping
3912,top,v,17509,1449,tops
3913,civilian,j,17506,17506,civilian
3914,T-shirt,n,17501,11445,t-shirt
3914,T-shirt,n,17501,5925,t-shirts
3914,T-shirt,n,17501,131,tshirt
3915,endure,v,17500,8126,endure
3915,endure,v,17500,6628,endured
3915,endure,v,17500,1652,enduring
3915,endure,v,17500,1094,endures
3916,civilian,n,17499,14802,civilians
3916,civilian,n,17499,2697,civilian
3917,basket,n,17488,12987,basket
3917,basket,n,17488,4501,baskets
3918,strict,j,17484,14723,strict
3918,strict,j,17484,2124,stricter
3918,strict,j,17484,637,strictest
3919,loser,n,17479,10028,loser
3919,loser,n,17479,7451,losers
3920,franchise,n,17479,14677,franchise
3920,franchise,n,17479,2802,franchises
3921,saint,n,17465,12183,saints
3921,saint,n,17465,5282,saint
3922,aim,n,17460,13453,aim
3922,aim,n,17460,4007,aims
3923,prosecution,n,17457,15502,prosecution
3923,prosecution,n,17457,1955,prosecutions
3924,bite,n,17445,12170,bite
3924,bite,n,17445,5275,bites
3925,lyrics,n,17443,15506,lyrics
3925,lyrics,n,17443,1937,lyric
3926,compound,n,17435,11065,compound
3926,compound,n,17435,6370,compounds
3927,architecture,n,17424,16877,architecture
3927,architecture,n,17424,547,architectures
3928,reach,n,17415,14507,reach
3928,reach,n,17415,2908,reaches
3929,destination,n,17414,13538,destination
3929,destination,n,17414,3876,destinations
3930,cope,v,17404,9332,cope
3930,cope,v,17404,7301,coping
3930,cope,v,17404,531,coped
3930,cope,v,17404,240,copes
3931,province,n,17402,12484,province
3931,province,n,17402,4918,provinces
3932,sum,n,17402,14014,sum
3932,sum,n,17402,3383,sums
3932,sum,n,17402,5,summing
3933,lecture,n,17399,10636,lecture
3933,lecture,n,17399,6763,lectures
3934,spill,v,17398,6051,spill
3934,spill,v,17398,5176,spilled
3934,spill,v,17398,3757,spilling
3934,spill,v,17398,2189,spills
3934,spill,v,17398,225,spilt
3935,genuine,j,17394,17394,genuine
3936,upstairs,r,17392,17362,upstairs
3936,upstairs,r,17392,30,up-stairs
3937,protest,v,17387,7709,protest
3937,protest,v,17387,4771,protested
3937,protest,v,17387,4371,protesting
3937,protest,v,17387,536,protests
3938,trading,n,17380,17372,trading
3938,trading,n,17380,8,tradings
3939,please,v,17377,11045,please
3939,please,v,17377,4162,pleased
3939,please,v,17377,1751,pleases
3939,please,v,17377,419,pleasing
3940,acceptance,n,17373,16782,acceptance
3940,acceptance,n,17373,591,acceptances
3941,revelation,n,17367,12498,revelation
3941,revelation,n,17367,4869,revelations
3942,march,v,17363,6282,marched
3942,march,v,17363,5609,march
3942,march,v,17363,4266,marching
3942,march,v,17363,1206,marches
3943,indicator,n,17361,9576,indicators
3943,indicator,n,17361,7785,indicator
3944,collaboration,n,17360,15726,collaboration
3944,collaboration,n,17360,1634,collaborations
3945,rhetoric,n,17356,17248,rhetoric
3945,rhetoric,n,17356,108,rhetorics
3946,tune,v,17352,8448,tuned
3946,tune,v,17352,5210,tune
3946,tune,v,17352,2422,tuning
3946,tune,v,17352,1272,tunes
3947,slam,v,17345,7988,slammed
3947,slam,v,17345,3404,slams
3947,slam,v,17345,3017,slam
3947,slam,v,17345,2936,slamming
3948,inevitable,j,17339,17339,inevitable
3949,monkey,n,17334,11288,monkey
3949,monkey,n,17334,6046,monkeys
3950,till,i,17322,17322,till
3951,protocol,n,17316,12276,protocol
3951,protocol,n,17316,5040,protocols
3952,productive,j,17315,17315,productive
3953,principal,j,17310,17310,principal
3954,finish,n,17287,15166,finish
3954,finish,n,17287,2118,finishes
3955,jeans,n,17273,16572,jeans
3955,jeans,n,17273,701,jean
3956,companion,n,17269,12036,companion
3956,companion,n,17269,5233,companions
3957,convict,v,17257,14406,convicted
3957,convict,v,17257,2497,convict
3957,convict,v,17257,354,convicting
3958,boost,v,17241,10374,boost
3958,boost,v,17241,2801,boosting
3958,boost,v,17241,2575,boosted
3958,boost,v,17241,1491,boosts
3959,recipient,n,17240,8923,recipient
3959,recipient,n,17240,8317,recipients
3960,practically,r,17238,17238,practically
3961,array,n,17233,15464,array
3961,array,n,17233,1769,arrays
3962,persuade,v,17229,8536,persuade
3962,persuade,v,17229,6495,persuaded
3962,persuade,v,17229,1794,persuading
3962,persuade,v,17229,404,persuades
3963,undermine,v,17226,8050,undermine
3963,undermine,v,17226,3798,undermined
3963,undermine,v,17226,2841,undermining
3963,undermine,v,17226,2537,undermines
3964,yep,u,17224,17224,yep
3965,ranch,n,17219,15727,ranch
3965,ranch,n,17219,1492,ranches
3966,scout,n,17206,8657,scouts
3966,scout,n,17206,8549,scout
3967,medal,n,17200,12154,medal
3967,medal,n,17200,5046,medals
3968,endless,j,17193,17193,endless
3969,translation,n,17186,13994,translation
3969,translation,n,17186,3192,translations
3970,ski,n,17185,12990,ski
3970,ski,n,17185,4195,skis
3971,conservation,n,17184,17184,conservation
3972,habitat,n,17173,12932,habitat
3972,habitat,n,17173,4241,habitats
3973,contractor,n,17156,9069,contractors
3973,contractor,n,17156,8087,contractor
3974,trailer,n,17146,13816,trailer
3974,trailer,n,17146,3330,trailers
3975,pitcher,n,17123,11502,pitcher
3975,pitcher,n,17123,5621,pitchers
3976,towel,n,17122,10453,towel
3976,towel,n,17122,6669,towels
